image,specimen_id,grit,Ra_um,Rz_um,is_outlier,outlier_Ra,outlier_Rz,cv_fold
P10_C1_G40_Recorte_Recorte_C_3.3.tiff,10,40,8.8163686037642,59.0155704278429,False,False,False,3
P10_C1_G40_Recorte_Recorte_C_3.4.tiff,10,40,6.744414424415966,41.03769450152286,False,False,False,3
P10_C1_G40_Recorte_Recorte_C_3.5.tiff,10,40,7.566769747429062,50.35184318895004,False,False,False,3
P10_C1_G40_Recorte_Recorte_C_3.6.tiff,10,40,7.087431902262701,54.92560497294185,False,False,False,3
P10_C1_G80_Recorte_Recorte_A1_1.1.tiff,10,80,4.70465958204421,38.3801861428886,False,False,False,3
P10_C1_G80_Recorte_Recorte_A1_1.2.tiff,10,80,4.878418699230402,33.92315040076848,False,False,False,3
P10_C1_G80_Recorte_Recorte_A1_1.3.tiff,10,80,5.526930976396331,39.46134101707983,False,False,False,3
P10_C1_G80_Recorte_Recorte_A1_1.4.tiff,10,80,5.257697107052152,39.45358056087947,False,False,False,3
P10_C1_G80_Recorte_Recorte_A1_1.5.tiff,10,80,4.758554431205364,36.51601445722199,False,False,False,3
P10_C1_G80_Recorte_Recorte_A1_1.6.tiff,10,80,4.570462456644945,34.59875982139999,False,False,False,3
P10_C1_G80_Recorte_Recorte_A2_1.1.tiff,10,80,4.70465958204421,38.3801861428886,False,False,False,3
P10_C1_G80_Recorte_Recorte_A2_1.2.tiff,10,80,4.878418699230402,33.92315040076848,False,False,False,3
P10_C1_G80_Recorte_Recorte_A2_1.3.tiff,10,80,5.526930976396331,39.46134101707983,False,False,False,3
P10_C1_G80_Recorte_Recorte_A2_1.4.tiff,10,80,5.257697107052152,39.45358056087947,False,False,False,3
P10_C1_G80_Recorte_Recorte_A2_1.5.tiff,10,80,4.758554431205364,36.51601445722199,False,False,False,3
P10_C1_G80_Recorte_Recorte_A2_1.6.tiff,10,80,4.570462456644945,34.59875982139999,False,False,False,3
P10_C1_G80_Recorte_Recorte_B_2.1.tiff,10,80,4.621245315646107,33.15272343555141,False,False,False,3
P10_C1_G80_Recorte_Recorte_B_2.2.tiff,10,80,4.291297872956966,30.06936363942007,False,False,False,3
P10_C1_G80_Recorte_Recorte_B_2.3.tiff,10,80,4.64756978939973,33.88657754708008,False,False,False,3
P10_C1_G80_Recorte_Recorte_B_2.4.tiff,10,80,4.804355487718469,29.50724141301396,False,False,False,3
P10_C1_G80_Recorte_Recorte_B_2.5.tiff,10,80,4.364741132354324,30.38860918328406,False,False,False,3
P10_C1_G80_Recorte_Recorte_B_2.6.tiff,10,80,4.0647712897457,30.86409005702351,False,False,False,3
P10_C1_G80_Recorte_Recorte_C_3.1.tiff,10,80,5.382623877095079,37.55199605140143,False,False,False,3
P10_C1_G80_Recorte_Recorte_C_3.2.tiff,10,80,5.503988688387361,32.88724754380873,False,False,False,3
P10_C1_G80_Recorte_Recorte_C_3.3.tiff,10,80,5.266791460729777,38.60902783489276,False,False,False,3
P10_C1_G80_Recorte_Recorte_C_3.4.tiff,10,80,5.793470855578915,40.75336883356569,False,False,False,3
P10_C1_G80_Recorte_Recorte_C_3.6.tiff,10,80,5.605810602925689,39.07909015443182,False,False,False,3
P10_C2_G120_Recorte_Recorte_A1_1.1.tiff,10,120,3.063226646326545,25.1945897030276,False,False,False,3
P10_C2_G120_Recorte_Recorte_A1_1.2.tiff,10,120,2.62583593085094,19.87153613654845,False,False,False,3
P10_C2_G120_Recorte_Recorte_A1_1.3.tiff,10,120,2.609604561290519,20.61958396840487,False,False,False,3
P10_C2_G120_Recorte_Recorte_A1_1.4.tiff,10,120,2.845486311872135,19.36719746582466,False,False,False,3
P10_C2_G120_Recorte_Recorte_A1_1.5.tiff,10,120,2.685810582667232,22.53873405741147,False,False,False,3
P10_C2_G120_Recorte_Recorte_A1_1.6.tiff,10,120,2.761582267222708,20.75887713112436,False,False,False,3
P10_C2_G120_Recorte_Recorte_A2_1.1.tiff,10,120,3.063226646326545,25.1945897030276,False,False,False,3
P10_C2_G120_Recorte_Recorte_A2_1.2.tiff,10,120,2.62583593085094,19.87153613654845,False,False,False,3
P10_C2_G120_Recorte_Recorte_A2_1.3.tiff,10,120,2.609604561290519,20.61958396840487,False,False,False,3
P10_C2_G120_Recorte_Recorte_A2_1.4.tiff,10,120,2.845486311872135,19.36719746582466,False,False,False,3
P10_C2_G120_Recorte_Recorte_A2_1.5.tiff,10,120,2.685810582667232,22.53873405741147,False,False,False,3
P10_C2_G120_Recorte_Recorte_A2_1.6.tiff,10,120,2.761582267222708,20.75887713112436,False,False,False,3
P10_C2_G120_Recorte_Recorte_B_2.1.tiff,10,120,3.127776622846366,25.52387604305907,False,False,False,3
P10_C2_G120_Recorte_Recorte_B_2.2.tiff,10,120,2.753142977210814,20.54295341548946,False,False,False,3
P10_C2_G120_Recorte_Recorte_B_2.3.tiff,10,120,2.948956368842598,23.27814412596882,False,False,False,3
P10_C2_G120_Recorte_Recorte_B_2.4.tiff,10,120,3.252477286162708,21.0745148312559,False,False,False,3
P10_C2_G120_Recorte_Recorte_B_2.5.tiff,10,120,2.722555671230118,21.79596383371166,False,False,False,3
P10_C2_G120_Recorte_Recorte_B_2.6.tiff,10,120,2.97495137489451,26.26024183763402,False,False,False,3
P10_C2_G120_Recorte_Recorte_C_3.1.tiff,10,120,2.828701835333225,23.33315952948315,False,False,False,3
P10_C2_G120_Recorte_Recorte_C_3.2.tiff,10,120,2.649657812582613,20.43782821487963,False,False,False,3
P10_C2_G120_Recorte_Recorte_C_3.3.tiff,10,120,2.888111645834823,20.32675765768345,False,False,False,3
P10_C2_G120_Recorte_Recorte_C_3.4.tiff,10,120,2.544570200036164,18.66853850564306,False,False,False,3
P10_C2_G120_Recorte_Recorte_C_3.5.tiff,10,120,2.66575513071275,21.22212471368315,False,False,False,3
P10_C2_G120_Recorte_Recorte_C_3.6.tiff,10,120,2.736683385493387,18.53241681121539,False,False,False,3
P10_C2_G180_Recorte_Recorte_A1_1.1.tiff,10,180,3.22023397158584,24.52386261019484,False,False,False,3
P10_C2_G180_Recorte_Recorte_A1_1.2.tiff,10,180,2.85892522844461,21.6695290628865,False,False,False,3
P10_C2_G180_Recorte_Recorte_A1_1.3.tiff,10,180,2.199779012822173,19.25596062332074,False,False,False,3
P10_C2_G180_Recorte_Recorte_A1_1.4.tiff,10,180,2.736579050579524,24.05025161306897,False,False,False,3
P10_C2_G180_Recorte_Recorte_A1_1.5.tiff,10,180,2.49865606650602,20.1736974986705,False,False,False,3
P10_C2_G180_Recorte_Recorte_A1_1.6.tiff,10,180,2.828501900625061,22.97538278849751,False,False,False,3
P10_C2_G180_Recorte_Recorte_A2_1.1.tiff,10,180,3.22023397158584,24.52386261019484,False,False,False,3
P10_C2_G180_Recorte_Recorte_A2_1.2.tiff,10,180,2.85892522844461,21.6695290628865,False,False,False,3
P10_C2_G180_Recorte_Recorte_A2_1.3.tiff,10,180,2.199779012822173,19.25596062332074,False,False,False,3
P10_C2_G180_Recorte_Recorte_A2_1.4.tiff,10,180,2.736579050579524,24.05025161306897,False,False,False,3
P10_C2_G180_Recorte_Recorte_A2_1.5.tiff,10,180,2.49865606650602,20.1736974986705,False,False,False,3
P10_C2_G180_Recorte_Recorte_A2_1.6.tiff,10,180,2.828501900625061,22.97538278849751,False,False,False,3
P10_C2_G180_Recorte_Recorte_B_2.1.tiff,10,180,2.55349456795113,26.47137739403982,False,False,False,3
P10_C2_G180_Recorte_Recorte_B_2.2.tiff,10,180,2.66451884203884,21.50523848946771,False,False,False,3
P10_C2_G180_Recorte_Recorte_B_2.3.tiff,10,180,2.705354767613458,24.06694381600872,False,False,False,3
P10_C2_G180_Recorte_Recorte_B_2.4.tiff,10,180,2.277680274245792,19.27045624464839,False,False,False,3
P10_C2_G180_Recorte_Recorte_B_2.5.tiff,10,180,2.701286848813218,22.26988829509318,False,False,False,3
P10_C2_G180_Recorte_Recorte_B_2.6.tiff,10,180,2.511260934551428,22.8164304029927,False,False,False,3
P10_C2_G180_Recorte_Recorte_C_3.1.tiff,10,180,3.013336971392538,23.21854899306694,False,False,False,3
P10_C2_G180_Recorte_Recorte_C_3.2.tiff,10,180,2.80061243180286,23.33107055942869,False,False,False,3
P10_C2_G180_Recorte_Recorte_C_3.3.tiff,10,180,2.698001730956239,21.64173851305771,False,False,False,3
P10_C2_G180_Recorte_Recorte_C_3.4.tiff,10,180,2.425950996535682,20.40515613895354,False,False,False,3
P10_C2_G180_Recorte_Recorte_C_3.5.tiff,10,180,2.607819413476978,20.94253487441865,False,False,False,3
P10_C2_G180_Recorte_Recorte_C_3.6.tiff,10,180,2.250650657575597,20.39747576027275,False,False,False,3
P10_C2_G40_Recorte_Recorte_A1_1.1.tiff,10,40,5.382454595681271,33.56045180133722,False,False,False,3
P10_C2_G40_Recorte_Recorte_A1_1.2.tiff,10,40,5.329159495512694,32.15432475631336,False,False,False,3
P10_C2_G40_Recorte_Recorte_A1_1.3.tiff,10,40,6.658584023445524,41.5648129460777,False,False,False,3
P10_C2_G40_Recorte_Recorte_A1_1.4.tiff,10,40,5.546600837644712,36.36289652586152,False,False,False,3
P10_C2_G40_Recorte_Recorte_A1_1.5.tiff,10,40,6.524808722083791,43.41568499704371,False,False,False,3
P10_C2_G40_Recorte_Recorte_A1_1.6.tiff,10,40,6.454467376766754,40.76760666531051,False,False,False,3
P10_C2_G40_Recorte_Recorte_A2_1.1.tiff,10,40,5.382454595681271,33.56045180133722,False,False,False,3
P10_C2_G40_Recorte_Recorte_A2_1.2.tiff,10,40,5.329159495512694,32.15432475631336,False,False,False,3
P10_C2_G40_Recorte_Recorte_A2_1.3.tiff,10,40,6.658584023445524,41.5648129460777,False,False,False,3
P10_C2_G40_Recorte_Recorte_A2_1.4.tiff,10,40,5.546600837644712,36.36289652586152,False,False,False,3
P10_C2_G40_Recorte_Recorte_A2_1.5.tiff,10,40,6.524808722083791,43.41568499704371,False,False,False,3
P10_C2_G40_Recorte_Recorte_A2_1.6.tiff,10,40,6.454467376766754,40.76760666531051,False,False,False,3
P10_C2_G40_Recorte_Recorte_B_2.1.tiff,10,40,5.987332528476792,38.0353380812506,False,False,False,3
P10_C2_G40_Recorte_Recorte_B_2.2.tiff,10,40,5.744202873461201,37.01354958075698,False,False,False,3
P10_C2_G40_Recorte_Recorte_B_2.3.tiff,10,40,5.498157516278751,35.40286188565079,False,False,False,3
P10_C2_G40_Recorte_Recorte_B_2.4.tiff,10,40,5.827881605895579,33.64439033384741,False,False,False,3
P10_C2_G40_Recorte_Recorte_B_2.5.tiff,10,40,5.725370658102632,36.38037571501973,False,False,False,3
P10_C2_G40_Recorte_Recorte_B_2.6.tiff,10,40,5.097121935877297,36.17651201599541,False,False,False,3
P10_C2_G40_Recorte_Recorte_C_3.1.tiff,10,40,7.566169773901489,45.25676505066051,False,False,False,3
P10_C2_G40_Recorte_Recorte_C_3.2.tiff,10,40,5.552854351385337,31.76165161214139,False,False,False,3
P10_C2_G40_Recorte_Recorte_C_3.3.tiff,10,40,5.438480900957177,34.56441455479997,False,False,False,3
P10_C2_G40_Recorte_Recorte_C_3.4.tiff,10,40,7.092534081870278,48.83405753761578,False,False,False,3
P10_C2_G40_Recorte_Recorte_C_3.5.tiff,10,40,6.06865103494472,46.27143749818104,False,False,False,3
P10_C2_G40_Recorte_Recorte_C_3.6.tiff,10,40,5.90026279039602,42.87430707089247,False,False,False,3
P10_C2_G80_Recorte_Recorte_A1_1.1.tiff,10,80,4.094197113892678,28.2440632160902,False,False,False,3
P10_C2_G80_Recorte_Recorte_A1_1.2.tiff,10,80,4.238888376532522,34.05126756078052,False,False,False,3
P10_C2_G80_Recorte_Recorte_A1_1.3.tiff,10,80,3.503804580096106,23.11248182191257,False,False,False,3
P10_C2_G80_Recorte_Recorte_A1_1.4.tiff,10,80,3.690926494259908,26.1007390696681,False,False,False,3
P10_C2_G80_Recorte_Recorte_A1_1.5.tiff,10,80,3.425443387653933,26.22422196904463,False,False,False,3
P10_C2_G80_Recorte_Recorte_A1_1.6.tiff,10,80,3.785485648137479,28.99359546549437,False,False,False,3
P10_C2_G80_Recorte_Recorte_A2_1.1.tiff,10,80,4.094197113892678,28.2440632160902,False,False,False,3
P10_C2_G80_Recorte_Recorte_A2_1.2.tiff,10,80,4.238888376532522,34.05126756078052,False,False,False,3
P10_C2_G80_Recorte_Recorte_A2_1.3.tiff,10,80,3.503804580096106,23.11248182191257,False,False,False,3
P10_C2_G80_Recorte_Recorte_A2_1.4.tiff,10,80,3.690926494259908,26.1007390696681,False,False,False,3
P10_C2_G80_Recorte_Recorte_A2_1.5.tiff,10,80,3.425443387653933,26.22422196904463,False,False,False,3
P10_C2_G80_Recorte_Recorte_A2_1.6.tiff,10,80,3.785485648137479,28.99359546549437,False,False,False,3
P10_C2_G80_Recorte_Recorte_B_2.1.tiff,10,80,4.411006865376473,29.00231192764198,False,False,False,3
P10_C2_G80_Recorte_Recorte_B_2.2.tiff,10,80,3.852713666676744,23.81620169299977,False,False,False,3
P10_C2_G80_Recorte_Recorte_B_2.3.tiff,10,80,3.765740346196426,24.21181242135681,False,False,False,3
P10_C2_G80_Recorte_Recorte_B_2.4.tiff,10,80,4.449843553351408,29.67456412096215,False,False,False,3
P10_C2_G80_Recorte_Recorte_B_2.5.tiff,10,80,4.330971452784416,29.90437366278272,False,False,False,3
P10_C2_G80_Recorte_Recorte_B_2.6.tiff,10,80,3.880064727971167,29.20983165175036,False,False,False,3
P10_C2_G80_Recorte_Recorte_C_3.1.tiff,10,80,4.403955691426307,30.09959148036327,False,False,False,3
P10_C2_G80_Recorte_Recorte_C_3.2.tiff,10,80,4.933080844744415,34.15813582533698,False,False,False,3
P10_C2_G80_Recorte_Recorte_C_3.3.tiff,10,80,4.465210209745949,32.4265567118146,False,False,False,3
P10_C2_G80_Recorte_Recorte_C_3.4.tiff,10,80,4.168884730915839,30.2730514652521,False,False,False,3
P10_C2_G80_Recorte_Recorte_C_3.5.tiff,10,80,3.995281513398732,26.58377499521855,False,False,False,3
P10_C2_G80_Recorte_Recorte_C_3.6.tiff,10,80,4.299484652807116,28.10577386422425,False,False,False,3
P5_C1_G120_Recorte_Recorte_A_1.1.tiff,5,120,3.236362325416849,20.97410801045629,False,False,False,5
P5_C1_G120_Recorte_Recorte_A_1.2.tiff,5,120,3.054029398278813,20.35886930761556,False,False,False,5
P5_C1_G120_Recorte_Recorte_A_1.3.tiff,5,120,2.650320819213826,18.81603863553885,False,False,False,5
P5_C1_G120_Recorte_Recorte_A_1.4.tiff,5,120,2.570177299233294,21.47980081881831,False,False,False,5
P5_C1_G120_Recorte_Recorte_A_1.5.tiff,5,120,2.709475162755745,20.48045235627216,False,False,False,5
P5_C1_G120_Recorte_Recorte_A_1.6.tiff,5,120,2.686568521859299,19.77917653620307,False,False,False,5
P5_C1_G120_Recorte_Recorte_B_2.1.tiff,5,120,3.104092676434956,23.23129690452159,False,False,False,5
P5_C1_G120_Recorte_Recorte_B_2.2.tiff,5,120,2.881005245769445,20.66754563243713,False,False,False,5
P5_C1_G120_Recorte_Recorte_B_2.3.tiff,5,120,3.00846282643553,21.50942670011888,False,False,False,5
P5_C1_G120_Recorte_Recorte_B_2.4.tiff,5,120,2.977984871119614,23.05514623184111,False,False,False,5
P5_C1_G120_Recorte_Recorte_B_2.5.tiff,5,120,3.216118444684406,24.17709316012298,False,False,False,5
P5_C1_G120_Recorte_Recorte_B_2.6.tiff,5,120,2.948594505406094,24.84869070852489,False,False,False,5
P5_C1_G120_Recorte_Recorte_C_3.1.tiff,5,120,3.281765731622944,26.13051435959328,False,False,False,5
P5_C1_G120_Recorte_Recorte_C_3.2.tiff,5,120,3.789675374788385,24.24619894808067,False,False,False,5
P5_C1_G120_Recorte_Recorte_C_3.3.tiff,5,120,3.787728698378175,25.66676883910842,False,False,False,5
P5_C1_G120_Recorte_Recorte_C_3.4.tiff,5,120,3.302614324365324,25.04311819435699,False,False,False,5
P5_C1_G120_Recorte_Recorte_C_3.5.tiff,5,120,3.913101681595875,28.51966120969806,False,False,False,5
P5_C1_G180_Recorte_Recorte_A_1.1.tiff,5,180,2.438100061578879,18.01667438946758,False,False,False,5
P5_C1_G180_Recorte_Recorte_A_1.2.tiff,5,180,2.502994859164613,18.30836667656576,False,False,False,5
P5_C1_G180_Recorte_Recorte_A_1.3.tiff,5,180,2.457470841163162,17.34863456059336,False,False,False,5
P5_C1_G180_Recorte_Recorte_A_1.4.tiff,5,180,2.346151391036596,18.36672086679161,False,False,False,5
P5_C1_G180_Recorte_Recorte_A_1.5.tiff,5,180,2.459909296375285,19.49221608950419,False,False,False,5
P5_C1_G180_Recorte_Recorte_A_1.6.tiff,5,180,2.862557752365066,23.44421388544887,False,False,False,5
P5_C1_G180_Recorte_Recorte_B_2.1.tiff,5,180,2.455317691727362,20.74594233563045,False,False,False,5
P5_C1_G180_Recorte_Recorte_B_2.2.tiff,5,180,2.982498927200211,21.83464919131844,False,False,False,5
P5_C1_G180_Recorte_Recorte_B_2.3.tiff,5,180,3.098729775862574,24.56847745890164,False,False,False,5
P5_C1_G180_Recorte_Recorte_B_2.4.tiff,5,180,2.908100447070563,22.94424091142209,False,False,False,5
P5_C1_G180_Recorte_Recorte_B_2.5.tiff,5,180,3.159668232352778,24.19463254608111,False,False,False,5
P5_C1_G180_Recorte_Recorte_B_2.6.tiff,5,180,3.209660629988532,27.35883121816234,False,False,False,5
P5_C1_G180_Recorte_Recorte_C_3.1.tiff,5,180,2.763439919053167,19.55732721069959,False,False,False,5
P5_C1_G180_Recorte_Recorte_C_3.2.tiff,5,180,3.29406301579889,25.22982284549526,False,False,False,5
P5_C1_G180_Recorte_Recorte_C_3.3.tiff,5,180,3.544004848945281,25.75033856846514,False,False,False,5
P5_C1_G180_Recorte_Recorte_C_3.4.tiff,5,180,3.127298348838409,25.76866860834861,False,False,False,5
P5_C1_G180_Recorte_Recorte_C_3.5.tiff,5,180,3.174379624893036,26.10472723979549,False,False,False,5
P5_C1_G180_Recorte_Recorte_C_3.6.tiff,5,180,3.414290270401426,26.97757593331993,False,False,False,5
P5_C1_G40_Recorte_Recorte_A_1.1.tiff,5,40,5.231994237353284,38.60660294342232,False,False,False,5
P5_C1_G40_Recorte_Recorte_A_1.2.tiff,5,40,5.602590020447916,37.10004032823728,False,False,False,5
P5_C1_G40_Recorte_Recorte_A_1.3.tiff,5,40,5.313562815852932,35.30942885726273,False,False,False,5
P5_C1_G40_Recorte_Recorte_A_1.4.tiff,5,40,4.834766504613131,31.58284645069752,False,False,False,5
P5_C1_G40_Recorte_Recorte_A_1.5.tiff,5,40,5.507172719962117,37.06615160763764,False,False,False,5
P5_C1_G40_Recorte_Recorte_A_1.6.tiff,5,40,7.2334586269149,49.59089822757458,False,False,False,5
P5_C1_G40_Recorte_Recorte_B_2.1.tiff,5,40,4.760763868981496,33.13710631840816,False,False,False,5
P5_C1_G40_Recorte_Recorte_B_2.2.tiff,5,40,5.28819749213099,36.76386403104938,False,False,False,5
P5_C1_G40_Recorte_Recorte_B_2.3.tiff,5,40,5.775577131499286,37.89484166049637,False,False,False,5
P5_C1_G40_Recorte_Recorte_B_2.4.tiff,5,40,5.254582416306977,35.84207567819798,False,False,False,5
P5_C1_G40_Recorte_Recorte_B_2.5.tiff,5,40,5.906875178499966,39.78205792998212,False,False,False,5
P5_C1_G40_Recorte_Recorte_B_2.6.tiff,5,40,5.673933365466438,38.24743806020184,False,False,False,5
P5_C1_G40_Recorte_Recorte_C_3.1.tiff,5,40,5.554635850851797,34.09449200055811,False,False,False,5
P5_C1_G40_Recorte_Recorte_C_3.2.tiff,5,40,5.751528449667796,34.33383132181454,False,False,False,5
P5_C1_G40_Recorte_Recorte_C_3.3.tiff,5,40,5.739399577196781,35.9759851728321,False,False,False,5
P5_C1_G40_Recorte_Recorte_C_3.4.tiff,5,40,5.473037711946438,37.51144428634933,False,False,False,5
P5_C1_G40_Recorte_Recorte_C_3.5.tiff,5,40,6.176823902503292,39.50205885072486,False,False,False,5
P5_C1_G40_Recorte_Recorte_C_3.6.tiff,5,40,6.176823902503292,39.50205885072486,False,False,False,5
P5_C1_G80_Recorte_Recorte_A_1.1.tiff,5,80,4.573653216487805,33.22095334126494,False,False,False,5
